Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Policy Type,Sales Channel,Total Claim Amount,Vehicle Class
ZX64745,California,7923.136624,No,Basic,College,1/18/11,Unemployed,Male,0,Suburban,Single,113,Personal Auto,Agent,1124.427734,SUV
FL34139,California,3688.110888,No,Basic,High School or Below,02-Mar-11,Unemployed,Male,0,Suburban,Single,63,Personal Auto,Call Center,669.682001,Four-Door Car
TS11219,California,12067.45599,No,Basic,College,01-Feb-11,Unemployed,Male,0,Suburban,Single,116,Personal Auto,Agent,1284.093173,SUV
XX12304,California,2924.976721,No,Basic,College,01-Sep-11,Employed,Female,64459,Urban,Married,72,Personal Auto,Branch,240.259479,Four-Door Car
SD64087,California,15014.0927,No,Premium,College,1/19/11,Employed,Male,32961,Suburban,Married,190,Corporate Auto,Branch,912,SUV
OY38576,Oregon,9277.233839,No,Basic,High School or Below,01-Nov-11,Employed,Female,71416,Suburban,Divorced,116,Corporate Auto,Agent,556.8,SUV
,,,,,,,,,,,,,,,,
IP66913,California,3886.647414,No,Extended,High School or Below,01-Nov-11,Employed,Male,78108,Suburban,Single,98,Personal Auto,Agent,470.4,Two-Door Car
LE95702,California,4386.277558,Yes,Basic,College,02-Nov-11,Retired,Male,10621,Suburban,Single,67,Special Auto,Agent,321.6,Four-Door Car
,,,,,,,,,,,,,,,,
EZ78112,California,5610.96434,No,Basic,High School or Below,2/24/11,Employed,Female,77493,Urban,Single,70,Special Auto,Agent,307.963291,Four-Door Car
XN16891,AR,2912.892035,No,Basic,College,2/28/11,Employed,Male,81097,Suburban,Divorced,74,Personal Auto,Agent,355.2,Four-Door Car
XK31350,Oregon,6915.729915,No,Extended,College,1/25/11,Employed,Female,96610,Suburban,Married,85,Corporate Auto,Call Center,520.364752,Four-Door Car
CC30924,Oregon,6262.663307,No,Premium,College,2/26/11,Employed,Male,30110,Urban,Married,159,Corporate Auto,Agent,466.436375,Sports Car
IT78748,Oregon,6503.397049,Yes,Extended,High School or Below,2/19/11,Disabled,Female,22081,Suburban,Married,84,Special Auto,Agent,451.670309,Two-Door Car
,,,,,,,,,,,,,,,,
CO44221,California,2929.916512,No,Basic,College,01-Feb-11,Employed,Male,98473,Suburban,Married,72,Personal Auto,Branch,345.6,Four-Door Car
LK60013,Oregon,5969.55297,No,Basic,Bachelor,1/26/11,Employed,Female,97431,Suburban,Married,74,Personal Auto,Branch,355.2,Four-Door Car
DE21533,California,5473.15987,No,Basic,Bachelor,02-Feb-11,Employed,Male,93870,Suburban,Divorced,69,Personal Auto,Call Center,331.2,Four-Door Car
YS94121,Nevada,5645.396665,No,Basic,High School or Below,2/27/11,Employed,Male,50366,Suburban,,72,Personal Auto,Call Center,428.734656,Four-Door Car
,,,,,,,,,,,,,,,,
TE49565,Oregon,11833.76732,No,Basic,College,1/17/11,Disabled,Female,16552,Suburban,Married,103,Personal Auto,Call Center,494.4,SUV
RA88421,Oregon,6121.107929,No,Extended,College,1/17/11,Employed,Female,26787,Suburban,Married,77,Personal Auto,Branch,369.6,Four-Door Car
KQ51983,Nevada,5159.369746,No,Basic,College,2/24/11,Unemployed,Male,0,Suburban,,74,Personal Auto,Branch,831.752839,Two-Door Car
CD88896,Nevada,2514.59196,Yes,Basic,High School or Below,2/14/11,Employed,Female,43860,Rural,,65,Corporate Auto,Agent,156.124914,Four-Door Car
YV22553,AR,8668.611261,No,Basic,High School or Below,2/20/11,Employed,Male,21474,Urban,Married,114,Corporate Auto,Agent,373.428187,SUV
WU14435,California,4960.965384,No,Basic,Bachelor,2/19/11,Disabled,Male,18174,Suburban,Married,66,Corporate Auto,Agent,395.934815,Four-Door Car
XV84099,AR,5504.139033,Yes,Basic,Bachelor,02-Aug-11,Unemployed,Female,0,Suburban,Married,73,Corporate Auto,Call Center,350.4,Four-Door Car
RI24911,AR,7507.455372,Yes,Basic,College,02-Jun-11,Employed,Male,60920,Urban,Single,64,Personal Auto,Agent,231.201886,Two-Door Car
KO26461,AR,32269.85139,No,Extended,High School or Below,2/27/11,Employed,Male,41520,Urban,Married,90,Personal Auto,Agent,289.904105,Four-Door Car
HI14283,Oregon,5657.031588,No,Premium,Bachelor,02-Jan-11,Unemployed,Female,0,Suburban,Married,152,Personal Auto,Web,729.6,SUV
PT50227,AR,5061.757902,No,Basic,High School or Below,2/23/11,Unemployed,Male,0,Suburban,Married,68,Personal Auto,Call Center,326.4,Two-Door Car
BH36570,California,5912.783829,No,Basic,Bachelor,01-Nov-11,Employed,Male,72208,Suburban,Married,73,Personal Auto,Branch,350.4,Two-Door Car
TX17484,California,15182.27975,No,Basic,Bachelor,02-Oct-11,Employed,Female,53863,Rural,Married,63,Personal Auto,Web,105.765111,Four-Door Car
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
LF66923,Nevada,5343.121327,No,Basic,High School or Below,02-Nov-11,Employed,Female,64460,Suburban,,66,Corporate Auto,Agent,316.8,Two-Door Car
CN24514,AR,8119.829071,No,Basic,College,1/14/11,Employed,Female,46618,Rural,Married,67,Personal Auto,Agent,99.085943,Four-Door Car
UW32074,Oregon,4605.265164,No,Basic,College,2/14/11,Unemployed,Female,0,Suburban,Divorced,64,Corporate Auto,Branch,307.2,Four-Door Car
HP36979,California,6408.785577,No,Extended,College,02-Mar-11,Employed,Male,49988,Suburban,Married,84,Personal Auto,Web,566.935022,Two-Door Car
PP40919,California,2376.533508,No,Extended,College,1/31/11,Unemployed,Female,0,Suburban,Single,91,Personal Auto,Agent,436.8,Two-Door Car
RO73268,California,3211.070017,No,Extended,Bachelor,2/15/11,Disabled,Male,16269,Suburban,Divorced,86,Corporate Auto,Agent,412.8,Two-Door Car
HO61691,AR,5094.522262,No,Basic,Bachelor,2/27/11,Employed,Female,72006,Suburban,Divorced,64,Personal Auto,Agent,307.2,Four-Door Car
BS13062,AR,25755.27817,No,Extended,High School or Below,1/21/11,Unemployed,Female,0,Suburban,Married,81,Personal Auto,Call Center,388.8,Four-Door Car
FO35655,Oregon,8672.229719,No,Extended,Bachelor,1/14/11,Unemployed,Male,0,Suburban,Single,245,Corporate Auto,Branch,2345.413441,Luxury SUV
HR10526,California,8044.73072,No,Basic,Master,1/25/11,Employed,Male,44320,Suburban,Married,67,Personal Auto,Call Center,321.6,Four-Door Car
IA63417,AR,4001.519098,No,Premium,High School or Below,02-Feb-11,Retired,Female,19782,Suburban,Divorced,108,Personal Auto,Web,773.470977,Two-Door Car
BH35016,Nevada,16706.11699,No,Basic,Bachelor,02-Sep-11,Employed,Female,63933,Suburban,,70,Personal Auto,Call Center,424.883448,Two-Door Car
PK52952,AR,8544.411077,No,Basic,Doctor,2/28/11,Employed,Male,28224,Suburban,Single,109,Personal Auto,Call Center,523.2,SUV
,,,,,,,,,,,,,,,,
IL28481,Oregon,6112.756868,No,Extended,Bachelor,2/19/11,Employed,Male,63243,Urban,Married,77,Personal Auto,Call Center,364.240307,Four-Door Car
GY55092,Nevada,4772.943848,Yes,Extended,High School or Below,2/18/11,Retired,Male,20993,Suburban,,133,Personal Auto,Agent,638.4,SUV
UF33451,Oregon,10979.09559,No,Extended,Bachelor,2/14/11,Employed,Female,94827,Urban,Married,135,Personal Auto,Agent,354.729129,SUV
CF15558,California,5004.263818,No,Basic,Master,1/30/11,Employed,Female,39161,Urban,Married,63,Personal Auto,Call Center,283.995953,Two-Door Car
,,,,,,,,,,,,,,,,
EM66435,Oregon,2623.31543,No,Basic,Bachelor,02-Jun-11,Employed,Female,80210,Rural,Divorced,65,Corporate Auto,Agent,20.543176,Four-Door Car
QX45933,California,17840.19555,No,Basic,Bachelor,2/23/11,Unemployed,Male,0,Suburban,Married,62,Personal Auto,Agent,385.115437,Four-Door Car
JI71369,California,5106.111827,No,Basic,College,2/22/11,Employed,Female,30110,Rural,Married,64,Personal Auto,Web,140.165035,Four-Door Car
JU93290,AR,17930.60451,No,Basic,College,1/16/11,Medical Leave,Female,21708,Suburban,Divorced,68,Personal Auto,Web,326.4,Four-Door Car
GU66096,AR,5457.342569,No,Basic,High School or Below,02-Feb-11,Employed,Male,94731,Suburban,Married,67,Personal Auto,Agent,321.6,Four-Door Car
UC33108,California,6563.644143,No,Extended,Bachelor,2/22/11,Employed,Male,32375,Suburban,Married,83,Personal Auto,Agent,398.4,Four-Door Car
LW93867,Oregon,4812.525221,No,Basic,College,01-Mar-11,Medical Leave,Male,16531,Rural,Married,63,Corporate Auto,Web,102.879769,Four-Door Car
OU78470,AR,29328.04185,No,Extended,Master,2/27/11,Employed,Female,32006,Rural,Single,94,Corporate Auto,Call Center,56.868289,Four-Door Car
XW90265,AR,5773.520711,No,Basic,Bachelor,2/15/11,Employed,Female,81676,Suburban,Married,72,Personal Auto,Agent,463.158502,Two-Door Car
HS67749,California,6847.1189,No,Extended,College,01-Nov-11,Employed,Male,71038,Rural,Married,86,Corporate Auto,Agent,205.444066,Four-Door Car
VZ51506,AR,3595.31286,No,Basic,High School or Below,1/21/11,Unemployed,Female,0,Suburban,Single,103,Corporate Auto,Call Center,741.6,Sports Car
UI64281,Nevada,22855.61209,No,Basic,Master,1/26/11,Medical Leave,Female,20832,Rural,,65,Personal Auto,Call Center,56.371967,Two-Door Car
,,,,,,,,,,,,,,,,
AZ74055,Oregon,4115.577437,No,Premium,High School or Below,2/23/11,Employed,Male,52405,Suburban,Married,103,Personal Auto,Call Center,494.4,Four-Door Car
XS76911,AR,5029.638777,No,Extended,High School or Below,02-Apr-11,Unemployed,Female,0,Suburban,Married,133,Personal Auto,Agent,795.864079,Sports Car
,,,,,,,,,,,,,,,,
NA12740,Oregon,5004.310469,No,Basic,Master,02-Oct-11,Disabled,Male,25486,Rural,Married,65,Special Auto,Web,72.438681,Two-Door Car
UA84837,AR,8630.053943,No,Premium,College,01-Feb-11,Employed,Male,24065,Suburban,Divorced,111,Corporate Auto,Branch,532.8,Four-Door Car
DJ51510,AR,9322.08512,No,Premium,High School or Below,02-Oct-11,Employed,Female,70435,Rural,Married,116,Personal Auto,Agent,67.881546,Four-Door Car
VM58985,California,16727.56063,No,Extended,College,1/19/11,Unemployed,Male,0,Suburban,Single,76,Personal Auto,Branch,402.636829,Two-Door Car
OH60605,Oregon,3652.532435,No,Extended,High School or Below,2/23/11,Employed,Female,39679,Suburban,Married,92,Personal Auto,Branch,641.388616,Two-Door Car
UO98052,Nevada,6158.601171,No,Extended,College,01-Jul-11,Unemployed,Male,0,Urban,,89,Personal Auto,Web,342.481173,Four-Door Car
NC53424,California,4376.083958,No,Basic,Bachelor,1/14/11,Unemployed,Male,0,Suburban,Married,69,Personal Auto,Web,331.2,Two-Door Car
LQ13873,Nevada,5569.456156,No,Basic,High School or Below,2/15/11,Employed,Male,53565,Suburban,,71,Personal Auto,Agent,340.8,Four-Door Car
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
NT89061,AR,6323.923864,No,Extended,High School or Below,01-Jul-11,Employed,Female,78532,Suburban,Married,78,Personal Auto,Call Center,374.4,Four-Door Car
AF10970,AR,5973.14343,No,Basic,Bachelor,2/28/11,Employed,Female,96163,Suburban,Married,73,Corporate Auto,Call Center,350.4,Four-Door Car
ZG48513,California,4706.676993,No,Basic,Bachelor,2/17/11,Unemployed,Male,0,Suburban,Single,72,Personal Auto,Agent,345.6,Four-Door Car
JQ59145,California,8093.410258,No,Basic,High School or Below,02-Dec-11,Unemployed,Male,0,Suburban,Married,114,Personal Auto,Agent,722.024742,Sports Car
,,,,,,,,,,,,,,,,
JT52858,Oregon,9027.867218,No,Premium,Bachelor,01-Oct-11,Employed,Female,99002,Suburban,Married,112,Personal Auto,Branch,537.6,Four-Door Car
MC62068,California,7288.884849,No,Extended,High School or Below,01-Aug-11,Employed,Male,79494,Urban,Married,91,Personal Auto,Agent,396.295614,Four-Door Car
EU27538,Oregon,18042.47942,No,Extended,Master,1/25/11,Employed,Male,35704,Rural,Married,225,Personal Auto,Branch,358.281562,Luxury Car
RH42306,AR,4992.063043,No,Basic,Bachelor,1/27/11,Unemployed,Female,0,Suburban,Single,71,Corporate Auto,Web,653.388564,Four-Door Car
US23612,Oregon,9102.267849,No,Premium,High School or Below,01-Dec-11,Disabled,Female,26049,Rural,Married,118,Personal Auto,Call Center,121.032372,Two-Door Car
WV76014,AR,2540.407726,No,Basic,Doctor,1/16/11,Employed,Male,70125,Rural,Single,64,Special Auto,Branch,92.813396,Four-Door Car
RK96223,California,12941.89193,No,Basic,College,1/22/11,Employed,Male,52369,Suburban,Married,110,Personal Auto,Agent,528,SUV
,,,,,,,,,,,,,,,,
FM46980,AR,5720.765064,No,Basic,College,02-Nov-11,Employed,Male,41770,Suburban,Married,72,Personal Auto,Branch,476.156957,Four-Door Car
SY56792,Oregon,7035.534088,No,Premium,High School or Below,01-Apr-11,Unemployed,Male,0,Suburban,Divorced,101,Corporate Auto,Web,727.2,Four-Door Car
RF61565,California,2636.97773,No,Basic,College,1/29/11,Employed,Male,31911,Suburban,Married,67,Personal Auto,Agent,321.6,Four-Door Car
IM94808,Nevada,5395.831967,No,Basic,Bachelor,2/28/11,Employed,Male,70051,Rural,,68,Corporate Auto,Web,42.078345,Four-Door Car
VI14730,Oregon,8382.630118,Yes,Basic,High School or Below,02-Apr-11,Retired,Male,19683,Suburban,Married,117,Personal Auto,Web,561.6,Sports Car
,,,,,,,,,,,,,,,,
RR77985,Oregon,2887.742258,No,Extended,Bachelor,01-Mar-11,Unemployed,Female,0,Suburban,Single,80,Personal Auto,Call Center,676.944023,Four-Door Car
,,,,,,,,,,,,,,,,
WV17090,California,25585.72783,No,Basic,Bachelor,02-Jan-11,Unemployed,Male,0,Suburban,Married,116,Corporate Auto,Call Center,830.623064,SUV
TM23514,Oregon,10272.6082,No,Extended,College,01-Jan-11,Employed,Male,60145,Urban,Single,132,Personal Auto,Web,580.473259,SUV
MQ68407,Oregon,4376.363592,Yes,Premium,Bachelor,2/28/11,Employed,Female,63774,Rural,Divorced,111,Personal Auto,Agent,60.036683,Four-Door Car
GJ59592,California,5318.89664,Yes,Basic,Bachelor,01-Dec-11,Employed,Female,25134,Suburban,Married,67,Corporate Auto,Call Center,321.6,Four-Door Car
FY56083,Oregon,4719.762191,No,Basic,Bachelor,2/13/11,Employed,Male,37057,Rural,Married,61,Personal Auto,Agent,47.53101,Four-Door Car
UA94723,Oregon,4428.031583,Yes,Basic,High School or Below,1/29/11,Employed,Female,58577,Urban,Married,110,Personal Auto,Agent,303.872752,SUV
FW91032,California,5879.176092,No,Basic,High School or Below,2/13/11,Employed,Male,85857,Rural,Married,73,Corporate Auto,Agent,100.620067,Four-Door Car
DE34457,Oregon,9416.908485,No,Basic,Doctor,1/22/11,Employed,Female,70602,Urban,Married,116,Personal Auto,Call Center,481.339891,SUV
HD32044,Oregon,8288.155579,No,Premium,Master,1/25/11,Employed,Female,33816,Suburban,Divorced,106,Corporate Auto,Branch,508.8,Four-Door Car
HH30454,Oregon,32654.8383,No,Premium,Bachelor,2/23/11,Unemployed,Male,0,Suburban,Single,153,Personal Auto,Branch,1101.6,SUV
AH84063,Oregon,4719.450052,No,Extended,College,2/18/11,Employed,Female,89642,Rural,Married,121,Corporate Auto,Call Center,86.320022,SUV
QA17596,California,3903.474784,No,Extended,Bachelor,01-Mar-11,Employed,Female,60068,Suburban,Married,98,Personal Auto,Agent,470.4,Two-Door Car
XI41052,California,5457.259678,No,Extended,Bachelor,01-Sep-11,Employed,Female,50044,Suburban,Single,139,Personal Auto,Call Center,667.2,SUV
DI30528,California,2725.356404,Yes,Basic,Master,01-Mar-11,Employed,Female,36650,Rural,Married,69,Personal Auto,Web,56.60333,Four-Door Car
SC66359,AR,4433.97368,No,Basic,College,2/21/11,Employed,Female,50653,Rural,Married,110,Corporate Auto,Agent,262.865172,SUV
EN61670,AR,5332.462694,Yes,Basic,Doctor,2/22/11,Employed,Female,68931,Urban,Married,66,Personal Auto,Branch,309.577946,Four-Door Car
DQ10761,Oregon,2315.094985,No,Basic,Bachelor,01-Sep-11,Unemployed,Male,0,Suburban,Single,73,Corporate Auto,Branch,350.4,Four-Door Car
BQ51587,California,5411.953687,No,Basic,College,02-Jul-11,Unemployed,Female,0,Suburban,Single,73,Personal Auto,Call Center,365.364581,Four-Door Car
JE21522,California,9587.33234,No,Extended,Bachelor,2/26/11,Employed,Male,39266,Suburban,Married,80,Personal Auto,Branch,384,Four-Door Car
WS47147,California,22103.5072,Yes,Basic,College,1/30/11,Unemployed,Male,0,Suburban,Married,102,Personal Auto,Branch,489.6,SUV
ZA64638,Nevada,9764.945308,No,Extended,High School or Below,2/28/11,Unemployed,Female,0,Suburban,,98,Personal Auto,Web,705.6,Four-Door Car
EW38459,Nevada,2567.151468,No,Basic,Bachelor,2/20/11,Employed,Female,40864,Rural,,65,Corporate Auto,Web,9.51528,Four-Door Car
QW87316,Oregon,2650.622781,No,Basic,College,1/20/11,Employed,Female,39035,Urban,Divorced,68,Personal Auto,Agent,244.564334,Four-Door Car
IC43478,California,11264.36334,No,Extended,Bachelor,1/22/11,Employed,Male,34923,Suburban,Single,98,Personal Auto,Call Center,639.105556,Two-Door Car
TE34064,California,2168.523464,No,Basic,High School or Below,01-Jun-11,Unemployed,Male,0,Suburban,Single,63,Personal Auto,Agent,453.6,Four-Door Car
WU60905,California,8610.667489,No,Basic,High School or Below,02-Jun-11,Unemployed,Female,0,Suburban,Married,111,Corporate Auto,Web,532.8,SUV
YM18992,California,2834.646235,No,Basic,College,02-Feb-11,Employed,Female,24506,Suburban,Divorced,71,Personal Auto,Agent,511.2,Two-Door Car
PD55753,Oregon,8930.139728,No,Extended,High School or Below,2/23/11,Unemployed,Male,0,Suburban,Married,82,Personal Auto,Call Center,554.522969,Four-Door Car
KU56006,AR,5536.386959,No,Basic,College,01-Jul-11,Employed,Female,52220,Suburban,Married,70,Personal Auto,Call Center,336,Four-Door Car
MJ69973,AR,2840.85429,No,Basic,High School or Below,2/27/11,Unemployed,Male,0,Suburban,Married,74,Personal Auto,Call Center,402.449823,Two-Door Car
TW43626,California,8082.880956,No,Basic,College,1/21/11,Employed,Male,53554,Suburban,Married,67,Personal Auto,Agent,327.020539,Four-Door Car
XX84133,California,5254.734278,No,Basic,Bachelor,02-Apr-11,Employed,Male,34476,Rural,Married,67,Corporate Auto,Call Center,5.3953,Four-Door Car
ZW84453,AR,5116.237577,No,Basic,Bachelor,01-Aug-11,Unemployed,Female,0,Rural,Married,70,Personal Auto,Web,131.401291,Four-Door Car
HO29524,California,3034.646997,No,Extended,College,02-Apr-11,Employed,Male,68205,Rural,Married,76,Personal Auto,Branch,99.382943,Two-Door Car
VE89726,California,8024.89992,No,Basic,High School or Below,1/15/11,Unemployed,Female,0,Suburban,Single,119,Personal Auto,Branch,856.8,SUV
GE87503,California,18211.14319,No,Premium,High School or Below,02-Jul-11,Employed,Male,53690,Suburban,Married,154,Personal Auto,Call Center,739.2,SUV
PX90263,Oregon,5121.563312,No,Basic,High School or Below,2/19/11,Unemployed,Male,0,Suburban,Single,72,Personal Auto,Branch,518.4,Four-Door Car
NI17718,California,2150.178588,No,Basic,High School or Below,02-Sep-11,Unemployed,Female,0,Suburban,Single,61,Personal Auto,Web,292.8,Four-Door Car
FY32213,California,5595.389905,Yes,Basic,High School or Below,02-May-11,Employed,Female,74454,Suburban,Single,71,Personal Auto,Call Center,340.8,Four-Door Car
RZ13254,Nevada,7562.824036,No,Basic,Bachelor,1/15/11,Unemployed,Female,0,Suburban,,73,Personal Auto,Branch,350.4,Four-Door Car
GN45013,Oregon,5385.853211,No,Basic,High School or Below,02-Jun-11,Medical Leave,M,29664,Suburban,Married,71,Personal Auto,Agent,340.8,Four-Door Car
,,,,,,,,,,,,,,,,
KU84464,Nevada,9422.567923,No,Extended,Bachelor,1/17/11,Employed,Female,47272,Rural,,79,Personal Auto,Call Center,64.546877,Four-Door Car
YH43527,Oregon,3605.860265,No,Extended,College,01-Jul-11,Employed,Female,21585,Suburban,Married,92,Corporate Auto,Agent,441.6,Four-Door Car
RO30676,California,7762.590564,No,Premium,College,01-Mar-11,Disabled,Female,23827,Rural,Married,106,Personal Auto,Agent,37.910623,Four-Door Car
QL59704,AR,23444.90045,No,Basic,College,1/26/11,Employed,Female,69906,Urban,Married,74,Corporate Auto,Branch,202.860399,Four-Door Car
QH19450,California,2558.178159,No,Basic,High School or Below,01-Jul-11,Unemployed,Female,0,Suburban,Single,72,Corporate Auto,Call Center,345.6,Four-Door Car
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
WB38524,California,2969.593296,No,Basic,High School or Below,01-Jan-11,Employed,N,46131,Suburban,Married,74,Personal Auto,Branch,355.2,Two-Door Car
CE56187,Oregon,4363.124641,No,Basic,Master,01-Oct-11,Employed,Female,54514,Urban,Divorced,109,Personal Auto,Branch,286.234931,SUV
JL19416,California,5884.308607,No,Premium,High School or Below,1/27/11,Unemployed,Female,0,Suburban,Single,161,Personal Auto,Agent,1159.2,SUV
JZ61422,Nevada,5272.191556,No,Basic,College,02-Jul-11,Employed,Female,96668,Suburban,,66,Personal Auto,Agent,316.8,Four-Door Car
